Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,21,DET,NBA,C,6,6,203,6.3,9.7,0.65,0.0,0.0,6.3,9.7,0.65,0.65,4.6,5.6,0.826,6.3,9.2,15.6,5.1,0.5,2.4,2.4,6.3,17.3,141,111,
1 Yr,1 Yr,1 Yr,1 Yr,,6,6,203,6.3,9.7,0.65,0.0,0.0,6.3,9.7,0.65,0.65,4.6,5.6,0.826,6.3,9.2,15.6,5.1,0.5,2.4,2.4,6.3,17.3,141,111,
