Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,23,HOU,NBA,SF,3,0,9,6.1,18.3,0.333,0.0,12.2,0.0,6.1,6.1,1.0,0.333,0.0,0.0,0.0,6.1,6.1,0.0,0.0,0.0,6.1,0.0,12.2,50,108,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,9,6.1,18.3,0.333,0.0,12.2,0.0,6.1,6.1,1.0,0.333,0.0,0.0,0.0,6.1,6.1,0.0,0.0,0.0,6.1,0.0,12.2,50,108,
