"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2004-05,21.0,UTA,NBA,29:55,6.0,14.0,2.0,3.0,5.0,12.0,6.0,6.0,5.0,3.0,6.0,3.0,2.0,3.0,5.0,5.0,15.0,9.5
2005-06,22.0,NOK,NBA,45:33,9.0,17.0,3.0,6.0,8.0,13.0,8.0,10.0,3.0,5.0,6.0,12.0,2.0,4.0,5.0,6.0,28.0,23.5
2006-07,23.0,HOU,NBA,34:51,6.0,10.0,1.0,5.0,5.0,7.0,6.0,8.0,3.0,6.0,6.0,4.0,2.0,2.0,3.0,4.0,15.0,12.5
2007-08,24.0,TOT,NBA,37:31,9.0,11.0,1.0,4.0,9.0,11.0,8.0,10.0,7.0,8.0,11.0,6.0,5.0,2.0,6.0,5.0,22.0,25.9
2007-08,24.0,HOU,NBA,19:28,3.0,8.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,6.0,3.0,1.0,1.0,3.0,3.0,8.0,7.8
2007-08,24.0,MIN,NBA,37:31,9.0,11.0,1.0,3.0,9.0,11.0,8.0,10.0,7.0,8.0,11.0,6.0,5.0,2.0,6.0,5.0,22.0,25.9
Career,,,,45:33,9.0,17.0,3.0,6.0,9.0,13.0,8.0,10.0,7.0,8.0,11.0,12.0,5.0,4.0,6.0,6.0,28.0,25.9
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,HOU,NBA,34:51,6.0,10.0,1.0,5.0,5.0,7.0,6.0,8.0,3.0,6.0,6.0,4.0,2.0,2.0,3.0,4.0,15.0,12.5
1 Season,,NOK,NBA,45:33,9.0,17.0,3.0,6.0,8.0,13.0,8.0,10.0,3.0,5.0,6.0,12.0,2.0,4.0,5.0,6.0,28.0,23.5
1 Season,,UTA,NBA,29:55,6.0,14.0,2.0,3.0,5.0,12.0,6.0,6.0,5.0,3.0,6.0,3.0,2.0,3.0,5.0,5.0,15.0,9.5
1 Season,,MIN,NBA,37:31,9.0,11.0,1.0,3.0,9.0,11.0,8.0,10.0,7.0,8.0,11.0,6.0,5.0,2.0,6.0,5.0,22.0,25.9
