Highlight,Unnamed: 1,In Stathead
"Career high, Points",23.0,View full stats from top 20 games
"Career high, Rebounds",19.0,View full stats from top 20 games
"Career high, Assists",9.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",30.1,View full stats from top 20 games
