Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-15,CLE,,MEM,"W, 108-100",,5,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,1,3,0,-3.6,-7
2025-11-13,CLE,,TOR,"L, 113-126",,7,0,0,,0,0,,0,0,,0,0,0,1,0,0,2,1,0,-1.7,-13
2025-11-12,CLE,@,MIA,"W, 130-116",,19,1,3,0.333,1,2,0.5,0,0,,1,4,5,2,2,0,1,4,3,4.0,3
2025-11-07,CLE,@,WAS,"W, 148-115",,14,2,3,0.667,1,2,0.5,0,0,,1,1,2,1,0,1,0,1,5,5.7,3
2025-11-05,CLE,,PHI,"W, 132-121",,15,3,6,0.5,1,3,0.333,0,0,,3,2,5,1,1,0,1,5,7,5.4,-6
