Season,Team,Lg,Salary
2005-06,New York Knicks,NBA,"$2,162,880"
2006-07,New York Knicks,NBA,"$2,325,000"
2007-08,Portland Trail Blazers,NBA,"$2,487,240"
2008-09,Portland Trail Blazers,NBA,"$3,163,769"
2009-10,Phoenix Suns,NBA,"$2,000,000"
2010-11,Phoenix Suns,NBA,"$5,200,000"
2011-12,Phoenix Suns,NBA,"$5,600,000"
2012-13,Phoenix Suns,NBA,"$6,000,000"
2013-14,Phoenix Suns,NBA,"$6,400,000"
2014-15,Orlando Magic,NBA,"$8,175,476"
2015-16,Cleveland Cavaliers,NBA,"$7,807,579"
2016-17,Cleveland Cavaliers,NBA,"$7,806,971"
2017-18,Los Angeles Lakers,NBA,"$7,420,912"
2018-19,Cleveland Cavaliers,NBA,"$2,393,887"
Career,(may be incomplete),,"$68,943,714"
