Season,Team,Lg,Salary
2023-24,Los Angeles Clippers,NBA,(TW)
2024-25,Los Angeles Clippers,NBA,"$1,050,000"
2024-25,Los Angeles Clippers,NBA,(TW)
Career,(may be incomplete),,"$1,050,000"
