Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,21,WAS,NBA,SF,12.0,0.0,184.0,5.1,11.9,0.426,2.2,5.9,0.367,2.9,6.1,0.484,0.516,1.4,2.0,0.7,1.8,3.7,5.5,0.8,2.0,1.0,1.4,7.4,13.7,
2017-18,22,WAS,NBA,SF,6.0,1.0,148.0,4.4,11.7,0.375,1.0,4.6,0.211,3.4,7.1,0.483,0.417,3.9,4.4,0.889,0.2,5.4,5.6,1.0,1.5,0.7,1.2,3.9,13.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,28,PHI,NBA,SF,6.0,6.0,224.0,5.0,10.3,0.484,1.4,3.7,0.391,3.5,6.6,0.537,0.555,1.3,1.8,0.727,1.4,2.4,3.9,1.6,1.8,1.1,1.3,3.9,12.7,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,24.0,7.0,556.0,4.9,11.2,0.434,1.6,4.7,0.333,3.3,6.5,0.505,0.503,2.0,2.5,0.795,1.2,3.6,4.9,1.2,1.7,1.0,1.3,5.1,13.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,18.0,1.0,332.0,4.8,11.8,0.404,1.6,5.3,0.306,3.1,6.5,0.483,0.472,2.5,3.0,0.821,1.1,4.4,5.5,0.9,1.7,0.9,1.3,5.9,13.7,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,6.0,6.0,224.0,5.0,10.3,0.484,1.4,3.7,0.391,3.5,6.6,0.537,0.555,1.3,1.8,0.727,1.4,2.4,3.9,1.6,1.8,1.1,1.3,3.9,12.7,
