Season,Team,Lg,Salary
2019-20,Charlotte Hornets,NBA,"$898,310"
2020-21,Charlotte Hornets,NBA,"$1,517,981"
2021-22,Charlotte Hornets,NBA,"$1,782,621"
2022-23,Philadelphia 76ers,NBA,"$1,930,681"
2023-24,Toronto Raptors,NBA,"$4,516,000"
2024-25,San Antonio Spurs,NBA,"$4,741,800"
2024-25,Washington Wizards,NBA,"$119,972"
Career,(may be incomplete),,"$15,507,365"
