Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2022-23,25,PHI,NBA,SF,8,0,102,8,20,0.4,3,9,0.333,5,11,0.455,0.475,0,0,3,13,16,5,1,0,3,8,19,0,
1 Yr,1 Yr,1 Yr,1 Yr,,8,0,102,8,20,0.4,3,9,0.333,5,11,0.455,0.475,0,0,3,13,16,5,1,0,3,8,19,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1046,82,205,0.4,31,92,0.333,51,113,0.455,0.475,0,0,31,133,164,51,10,0,31,82,195,0,
