"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2017-18,22.0,LAL,NBA,41:02,10.0,18.0,7.0,9.0,8.0,10.0,5.0,8.0,4.0,11.0,14.0,5.0,3.0,2.0,3.0,6.0,30.0,26.7
2018-19,23.0,LAL,NBA,43:42,8.0,16.0,5.0,9.0,5.0,8.0,6.0,6.0,3.0,14.0,15.0,6.0,5.0,3.0,3.0,6.0,22.0,18.9
2019-20,24.0,NOP,NBA,40:23,8.0,17.0,5.0,12.0,5.0,9.0,6.0,8.0,4.0,13.0,15.0,6.0,4.0,2.0,3.0,6.0,23.0,23.7
2020-21,25.0,NOP,NBA,46:45,10.0,16.0,6.0,11.0,6.0,8.0,5.0,7.0,6.0,16.0,17.0,6.0,5.0,3.0,6.0,5.0,27.0,21.9
2021-22,26.0,TOT,NBA,42:27,15.0,21.0,6.0,9.0,9.0,14.0,9.0,9.0,4.0,12.0,15.0,11.0,4.0,3.0,6.0,6.0,44.0,41.3
2021-22,26.0,NOP,NBA,42:27,10.0,17.0,4.0,7.0,8.0,13.0,9.0,9.0,4.0,12.0,15.0,11.0,3.0,3.0,6.0,6.0,29.0,26.8
2021-22,26.0,POR,NBA,39:45,15.0,21.0,6.0,9.0,9.0,14.0,8.0,8.0,3.0,8.0,8.0,7.0,4.0,2.0,4.0,4.0,44.0,41.3
2022-23,27.0,TOT,NBA,41:33,10.0,14.0,4.0,6.0,8.0,11.0,6.0,7.0,8.0,14.0,19.0,9.0,4.0,2.0,5.0,6.0,27.0,22.8
2022-23,27.0,POR,NBA,41:33,9.0,13.0,3.0,6.0,8.0,11.0,6.0,7.0,6.0,14.0,19.0,9.0,3.0,2.0,5.0,6.0,21.0,19.6
2022-23,27.0,NYK,NBA,39:46,10.0,14.0,4.0,6.0,6.0,8.0,6.0,7.0,8.0,8.0,15.0,8.0,4.0,2.0,3.0,5.0,27.0,22.8
2023-24,28.0,NYK,NBA,48:00,14.0,22.0,3.0,9.0,14.0,19.0,5.0,7.0,5.0,18.0,19.0,12.0,3.0,2.0,6.0,5.0,31.0,28.4
2024-25,29.0,NYK,NBA,49:25,12.0,19.0,4.0,9.0,11.0,14.0,8.0,10.0,7.0,18.0,20.0,12.0,4.0,3.0,7.0,6.0,30.0,31.6
2025-26,30.0,NYK,NBA,34:05,7.0,12.0,4.0,5.0,6.0,8.0,3.0,4.0,6.0,10.0,14.0,10.0,2.0,1.0,6.0,5.0,18.0,17.0
Career,,,,49:25,15.0,22.0,7.0,12.0,14.0,19.0,9.0,10.0,8.0,18.0,20.0,12.0,5.0,3.0,7.0,6.0,44.0,41.3
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,NYK,NBA,49:25,14.0,22.0,4.0,9.0,14.0,19.0,8.0,10.0,8.0,18.0,20.0,12.0,4.0,3.0,7.0,6.0,31.0,31.6
3 Seasons,,NOP,NBA,46:45,10.0,17.0,6.0,12.0,8.0,13.0,9.0,9.0,6.0,16.0,17.0,11.0,5.0,3.0,6.0,6.0,29.0,26.8
2 Seasons,,LAL,NBA,43:42,10.0,18.0,7.0,9.0,8.0,10.0,6.0,8.0,4.0,14.0,15.0,6.0,5.0,3.0,3.0,6.0,30.0,26.7
2 Seasons,,POR,NBA,41:33,15.0,21.0,6.0,9.0,9.0,14.0,8.0,8.0,6.0,14.0,19.0,9.0,4.0,2.0,5.0,6.0,44.0,41.3
