Highlight,Unnamed: 1,In Stathead
"Career high, Points",44.0,View full stats from top 20 games
"Career high, Rebounds",20.0,View full stats from top 20 games
"Career high, Assists",12.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",3.0,View full stats from top 20 games
"Career high, Game Score",41.3,View full stats from top 20 games
Triple-Doubles,16.0,View all
