Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2013-14,22,MIL,NBA,PG,58,31,1309,4.7,10.7,.437,0.5,1.7,.290,4.2,9.0,.465,.460,1.6,2.5,.656,0.9,3.2,4.1,5.1,1.0,0.4,1.6,1.8,11.5,
2014-15,23,2TM,NBA,PG,21,0,247,2.9,8.3,.351,0.0,1.0,.000,2.9,7.3,.400,.351,0.3,0.9,.333,1.2,3.8,5.0,3.1,1.2,0.3,1.9,2.6,6.1,
2014-15,23,MIL,NBA,PG,11,0,142,3.0,7.9,.387,0.0,1.3,.000,3.0,6.6,.462,.387,0.3,1.0,.250,0.5,3.5,4.1,2.5,1.3,0.0,0.8,2.8,6.3,
2014-15,23,NOP,NBA,PG,10,0,105,2.7,8.9,.308,0.0,0.7,.000,2.7,8.2,.333,.308,0.3,0.7,.500,2.1,4.1,6.2,3.8,1.0,0.7,3.4,2.4,5.8,
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2016-17,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2017-18,26,UTA,NBA,PG,5,0,19,1.9,11.4,.167,0.0,0.0,,1.9,11.4,.167,.167,0.0,0.0,,1.9,1.9,3.8,1.9,0.0,0.0,0.0,1.9,3.8,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,84,31,1575,4.4,10.3,.423,0.4,1.6,.261,4.0,8.8,.452,.442,1.4,2.2,.635,1.0,3.3,4.2,4.8,1.0,0.4,1.6,2.0,10.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,69,31,1451,4.5,10.4,.433,0.4,1.7,.269,4.1,8.8,.465,.455,1.5,2.3,.638,0.9,3.2,4.1,4.9,1.0,0.4,1.5,1.9,11.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,10,0,105,2.7,8.9,.308,0.0,0.7,.000,2.7,8.2,.333,.308,0.3,0.7,.500,2.1,4.1,6.2,3.8,1.0,0.7,3.4,2.4,5.8,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,5,0,19,1.9,11.4,.167,0.0,0.0,,1.9,11.4,.167,.167,0.0,0.0,,1.9,1.9,3.8,1.9,0.0,0.0,0.0,1.9,3.8,
