Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,21.0,MEM,NBA,SG,1,1,5:20,1,3,0.333,0,1,0.0,0,0,,0,2,0,0,0,1,0,2
Career,,,NBA,,1,1,5,1,3,0.333,0,1,0.0,0,0,,0,2,0,0,0,1,0,2
