"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2013-14,21,UTA,NBA,C,45.0,0.0,434.0,0.486,2.4,1.0,0.784,0.203,0.014,0.0,0.0,0.486,0.586,0.133,0.0,,,0.667,0.216,14.0,,,0.0,0.0,
2014-15,22,UTA,NBA,C,82.0,37.0,2158.0,0.604,1.7,0.995,0.789,0.185,0.007,0.014,0.005,0.607,0.709,0.241,0.0,0.0,0.0,0.597,0.344,135.0,0.0,,0.0,0.0,DPOY-5
2015-16,23,UTA,NBA,C,61.0,60.0,1932.0,0.559,1.8,1.0,0.802,0.175,0.006,0.017,0.0,0.559,0.641,0.226,0.0,0.333,,0.626,0.297,96.0,,,0.0,0.0,DPOY-7
2016-17,24,UTA,NBA,C,81.0,81.0,2744.0,0.661,1.7,0.998,0.845,0.144,0.005,0.002,0.002,0.662,0.731,0.278,0.667,0.0,0.0,0.741,0.392,235.0,0.0,,1.0,0.0,"DPOY-2,NBA2,DEF1"
2017-18,25,UTA,NBA,C,56.0,56.0,1816.0,0.622,2.4,1.0,0.757,0.194,0.023,0.025,0.0,0.622,0.726,0.314,0.1,0.364,,0.772,0.369,151.0,,,0.0,0.0,"DPOY-1,DEF1"
2018-19,26,UTA,NBA,C,81.0,80.0,2577.0,0.669,2.2,1.0,0.815,0.167,0.011,0.007,0.0,0.669,0.743,0.361,0.125,0.2,,0.735,0.479,306.0,,,0.0,0.0,"MVP-11,DPOY-1,NBA3,DEF1"
2019-20,27,UTA,NBA,C,68.0,68.0,2333.0,0.693,2.1,1.0,0.837,0.158,0.005,0.0,0.0,0.693,0.755,0.386,0.0,,,0.749,0.425,221.0,,,0.0,0.0,"DPOY-3,AS,NBA3,DEF1"
2020-21,28,UTA,NBA,C,71.0,71.0,2187.0,0.675,2.7,0.993,0.77,0.209,0.005,0.009,0.007,0.68,0.798,0.281,0.0,0.2,0.0,0.767,0.432,231.0,0.25,0.0,3.0,0.0,"MVP-10,DPOY-1,AS,NBA3,DEF1"
2021-22,29,UTA,NBA,C,66.0,66.0,2120.0,0.713,2.7,0.992,0.738,0.244,0.008,0.002,0.008,0.718,0.803,0.468,0.75,0.0,0.0,0.724,0.494,233.0,0.0,,2.0,0.0,"DPOY-3,AS,DEF1"
2022-23,30,MIN,NBA,C,70.0,70.0,2148.0,0.659,2.5,0.995,0.778,0.19,0.022,0.004,0.005,0.663,0.748,0.365,0.333,0.0,0.0,0.744,0.388,200.0,0.0,,2.0,0.0,
2023-24,31,MIN,NBA,C,76.0,76.0,2593.0,0.661,2.7,0.995,0.757,0.195,0.029,0.013,0.005,0.664,0.755,0.4,0.222,0.375,0.0,0.685,0.441,248.0,0.0,,1.0,0.0,"DPOY-1,DEF1"
2024-25,32,MIN,NBA,C,72.0,72.0,2388.0,0.669,2.4,1.0,0.757,0.218,0.022,0.004,0.0,0.669,0.79,0.324,0.0,0.0,,0.707,0.494,225.0,,,0.0,0.0,"DPOY-13,DEF2"
2025-26,33,MIN,NBA,C,15.0,15.0,475.0,0.764,2.0,1.0,0.764,0.236,0.0,0.0,0.0,0.764,0.824,0.571,,,,0.662,0.427,35.0,,,0.0,0.0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,844.0,752.0,25905.0,0.658,2.2,0.997,0.787,0.189,0.013,0.008,0.003,0.659,0.748,0.342,0.192,0.234,0.0,0.719,0.419,2330.0,0.059,0.0,9.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,73.0,2517.0,0.658,2.2,0.997,0.787,0.189,0.013,0.008,0.003,0.659,0.748,0.342,0.192,0.234,0.0,0.719,0.419,226.0,0.059,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (9 Yrs),UTA (9 Yrs),UTA (9 Yrs),UTA (9 Yrs),,611.0,519.0,18301.0,0.653,2.2,0.997,0.797,0.183,0.009,0.008,0.003,0.655,0.74,0.327,0.189,0.229,0.0,0.723,0.41,1622.0,0.091,0.0,6.0,0.0,
MIN (4 Yrs),MIN (4 Yrs),MIN (4 Yrs),MIN (4 Yrs),,233.0,233.0,7604.0,0.668,2.4,0.997,0.764,0.202,0.023,0.007,0.003,0.67,0.766,0.376,0.195,0.25,0.0,0.708,0.439,708.0,0.0,,3.0,0.0,
