Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,27.0,UTA,NBA,C,1,0,18:50,10,11,0.909,0,0,,1,3,0.333,5,11,2,0,1,0,0,21
2020-21,28.0,UTA,NBA,C,1,0,13:00,5,6,0.833,0,0,,0,0,,1,7,1,0,0,0,0,10
2021-22,29.0,UTA,NBA,C,1,0,12:33,3,3,1.0,0,0,,0,0,,0,6,0,1,0,0,0,6
Career,,,NBA,,3,0,44,18,20,0.9,0,0,,1,3,0.333,6,24,3,1,1,0,0,37
