Season,Team,Lg,Salary
2013-14,New Orleans Pelicans,NBA,"$28,834"
2014-15,Utah Jazz,NBA,"$816,481"
2015-16,Utah Jazz,NBA,"$947,276"
Career,(may be incomplete),,"$1,792,591"
