Season,Team,Lg,Salary
2019-20,Minnesota Timberwolves,NBA,"$5,813,640"
2020-21,Minnesota Timberwolves,NBA,"$6,104,280"
2021-22,Memphis Grizzlies,NBA,"$6,395,160"
2022-23,Atlanta Hawks,NBA,(TW)
Career,(may be incomplete),,"$18,313,080"
