Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,20,MIN,NBA,SG,63,35,1506,230,569,.404,66,221,.299,164,348,.471,.462,54,117,.462,70,142,212,110,57,38,81,125,580,0,
2020-21,21,MIN,NBA,SG,34,7,499,69,168,.411,13,53,.245,56,115,.487,.449,29,48,.604,34,70,104,24,17,9,28,58,180,0,
2021-22,22,MEM,NBA,SG,37,0,338,51,135,.378,12,47,.255,39,88,.443,.422,16,34,.471,13,35,48,33,20,5,20,42,130,0,
2022-23,23,ATL,NBA,SF,10,1,137,17,43,.395,1,12,.083,16,31,.516,.407,9,13,.692,10,28,38,6,6,2,7,14,44,0,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,144,43,2480,367,915,.401,92,333,.276,275,582,.473,.451,108,212,.509,127,275,402,173,100,54,136,239,934,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,24,1412,209,521,.401,52,190,.276,157,331,.473,.451,62,121,.509,72,157,229,99,57,31,77,136,532,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,97,42,2005,299,737,.406,79,274,.288,220,463,.475,.459,83,165,.503,104,212,316,134,74,47,109,183,760,0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,37,0,338,51,135,.378,12,47,.255,39,88,.443,.422,16,34,.471,13,35,48,33,20,5,20,42,130,0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,10,1,137,17,43,.395,1,12,.083,16,31,.516,.407,9,13,.692,10,28,38,6,6,2,7,14,44,0,
