Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,23,PHI,NBA,PG,5.0,0.0,49.0,4.5,13.5,0.333,0.0,1.1,0.0,4.5,12.4,0.364,0.333,4.5,6.7,0.667,1.1,0.0,1.1,15.7,5.6,0.0,3.4,9.0,13.5,100.0,109.0,
2002-03,24,SAS,NBA,PG,24.0,0.0,326.0,7.4,17.0,0.438,0.0,0.0,,7.4,17.0,0.438,0.438,5.3,7.1,0.75,1.1,6.1,7.3,7.3,2.6,0.8,3.9,6.1,20.2,100.0,97.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,30,ATL,NBA,PG,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,30.0,0.0,378.0,7.0,16.4,0.427,0.0,0.1,0.0,7.0,16.3,0.431,0.427,5.2,7.0,0.74,1.1,5.3,6.5,8.3,2.9,0.7,3.8,6.5,19.2,100.0,99.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,24.0,0.0,326.0,7.4,17.0,0.438,0.0,0.0,,7.4,17.0,0.438,0.438,5.3,7.1,0.75,1.1,6.1,7.3,7.3,2.6,0.8,3.9,6.1,20.2,100.0,97.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,5.0,0.0,49.0,4.5,13.5,0.333,0.0,1.1,0.0,4.5,12.4,0.364,0.333,4.5,6.7,0.667,1.1,0.0,1.1,15.7,5.6,0.0,3.4,9.0,13.5,100.0,109.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120.0,
