Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,22,GSW,NBA,SG,12.0,12.0,495.0,7.8,17.9,0.437,2.6,6.1,0.424,5.3,11.9,0.443,0.509,0.5,0.6,0.833,0.9,4.7,5.7,2.3,1.2,0.7,2.5,4.5,18.8,99.0,108.0,
2013-14,23,GSW,NBA,SG,7.0,7.0,257.0,7.7,18.9,0.408,3.1,8.5,0.364,4.6,10.4,0.444,0.49,3.7,4.6,0.792,0.8,3.9,4.6,4.8,1.4,1.0,2.9,4.6,22.2,107.0,117.0,
2014-15,24,GSW,NBA,SG,21.0,21.0,761.0,10.0,22.5,0.446,3.8,9.8,0.39,6.2,12.7,0.489,0.531,2.4,3.0,0.8,0.6,4.8,5.5,3.6,1.1,1.3,2.8,4.3,26.3,106.0,103.0,
2015-16,25,GSW,NBA,SG,24.0,24.0,849.0,11.7,26.4,0.444,5.7,13.5,0.422,6.0,12.9,0.466,0.552,4.8,5.6,0.854,0.9,4.3,5.1,3.1,1.5,0.5,2.7,3.1,33.9,113.0,109.0,
2016-17,26,GSW,NBA,SG,17.0,17.0,596.0,7.5,19.0,0.397,3.3,8.5,0.387,4.3,10.5,0.405,0.483,2.1,2.7,0.788,0.9,4.4,5.3,2.8,1.1,0.4,1.9,3.5,20.5,101.0,110.0,
2017-18,27,GSW,NBA,SG,21.0,21.0,794.0,10.0,21.4,0.465,4.2,9.8,0.427,5.8,11.6,0.497,0.563,1.7,1.9,0.871,0.7,4.7,5.4,2.4,1.0,0.4,1.9,3.0,25.8,109.0,108.0,
2018-19,28,GSW,NBA,SG,21.0,21.0,818.0,9.9,21.7,0.456,4.2,9.5,0.443,5.7,12.2,0.465,0.553,2.2,2.5,0.902,0.7,4.5,5.2,2.7,1.7,0.9,2.3,3.6,26.2,109.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,31,GSW,NBA,SG,22.0,22.0,792.0,9.9,23.0,0.429,4.8,12.5,0.385,5.1,10.5,0.482,0.534,1.6,1.9,0.867,0.4,4.9,5.4,3.1,1.5,0.9,1.7,2.9,26.1,108.0,112.0,
2022-23,32,GSW,NBA,SF,13.0,13.0,468.0,8.6,22.2,0.388,5.1,13.8,0.368,3.6,8.4,0.422,0.502,2.1,2.4,0.875,0.1,5.4,5.5,2.9,0.7,0.4,2.6,2.8,24.5,100.0,116.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,158.0,158.0,5830.0,9.6,22.0,0.436,4.3,10.5,0.405,5.3,11.4,0.464,0.532,2.4,2.8,0.845,0.7,4.6,5.3,3.0,1.3,0.7,2.3,3.5,25.7,107.0,110.0,
