"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2012-13,24,ATL,NBA,PF,4.0,0.0,20.0,0.5,0.556,0.0,0.5,0.75,0.553,0.4,0.1,110.0,115.0,0.0,101.0,100.0,103.0,148.0,41.0,
2013-14,25,ATL,NBA,PF,7.0,0.0,146.0,0.365,0.406,0.323,0.444,0.714,0.477,0.222,0.492,80.0,83.0,90.0,89.0,94.0,88.0,78.0,190.0,
2014-15,26,ATL,NBA,PF,11.0,0.0,172.0,0.382,0.586,0.154,0.418,1.0,0.44,0.073,0.473,85.0,121.0,44.0,84.0,133.0,82.0,27.0,176.0,
2015-16,27,ATL,NBA,PF,10.0,0.0,161.0,0.625,0.708,0.5,0.725,0.875,0.747,0.2,0.4,138.0,144.0,141.0,144.0,116.0,138.0,72.0,140.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,29,WAS,NBA,PF,6.0,0.0,126.0,0.634,0.633,0.636,0.72,1.0,0.745,0.146,0.268,138.0,124.0,176.0,138.0,130.0,134.0,58.0,80.0,
2018-19,30,PHI,NBA,PF,10.0,0.0,193.0,0.447,0.692,0.353,0.574,1.0,0.585,0.043,0.723,97.0,133.0,99.0,110.0,130.0,105.0,16.0,202.0,
2019-20,31,PHI,NBA,PF,4.0,0.0,20.0,0.2,0.333,0.0,0.2,1.0,0.444,0.8,0.4,43.0,64.0,0.0,38.0,129.0,79.0,307.0,104.0,
2020-21,32,PHI,NBA,PF,5.0,0.0,34.0,0.222,0.0,0.286,0.333,,0.333,0.0,0.778,48.0,0.0,78.0,62.0,,58.0,0.0,199.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,57.0,0.0,872.0,0.459,0.57,0.336,0.539,0.857,0.567,0.156,0.474,101.0,115.0,94.0,106.0,113.0,104.0,57.0,158.0,
,,,,,,,,,,,,,,,,,,,,,,,,
ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),,32.0,0.0,499.0,0.44,0.553,0.297,0.506,0.8,0.535,0.179,0.44,97.0,113.0,84.0,101.0,106.0,99.0,64.0,165.0,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,19.0,0.0,247.0,0.393,0.556,0.326,0.508,1.0,0.534,0.098,0.705,85.0,107.0,91.0,97.0,130.0,95.0,38.0,193.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,6.0,0.0,126.0,0.634,0.633,0.636,0.72,1.0,0.745,0.146,0.268,138.0,124.0,176.0,138.0,130.0,134.0,58.0,80.0,
