Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,23.0,POR,NBA,SG,1.0,0.0,28:34,8.0,10.0,0.8,2.0,3.0,0.667,0.0,0.0,,1.0,9.0,5.0,1.0,1.0,0.0,2.0,18.0
2008-09,24.0,POR,NBA,SG,1.0,0.0,31:10,7.0,8.0,0.875,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,2.0,14.0
2009-10,25.0,POR,NBA,SG,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,2.0,0.0,60,15.0,18.0,,2.0,3.0,,0.0,0.0,,1.0,14.0,10.0,1.0,1.0,0.0,4.0,32.0
