Season,Team,Lg,Salary
2016-17,Memphis Grizzlies,NBA,"$945,000"
2017-18,Memphis Grizzlies,NBA,"$1,312,611"
2018-19,Memphis Grizzlies,NBA,"$200,000"
Career,(may be incomplete),,"$2,457,611"
