Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2019-20,21,POR,NBA,SF,5.0,1.0,153.0,3.8,10.6,0.356,2.4,5.6,0.417,1.4,4.9,0.286,0.467,1.4,1.6,0.857,1.2,1.2,2.4,0.7,0.9,0.0,1.2,3.8,11.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,23,TOR,NBA,SG,6.0,6.0,199.0,5.6,14.8,0.378,2.4,7.1,0.333,3.3,7.8,0.419,0.457,3.1,3.4,0.895,0.2,1.6,1.8,1.4,1.1,0.5,0.5,2.0,16.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,26,MIL,NBA,SG,5.0,3.0,171.0,6.7,13.1,0.516,4.6,9.3,0.5,2.1,3.8,0.556,0.694,1.7,2.1,0.8,0.2,2.1,2.3,1.3,2.7,0.0,0.6,1.9,19.8,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,16.0,10.0,523.0,5.4,13.0,0.418,3.1,7.4,0.421,2.3,5.6,0.415,0.537,2.1,2.5,0.861,0.5,1.7,2.1,1.2,1.6,0.2,0.8,2.5,16.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,6.0,6.0,199.0,5.6,14.8,0.378,2.4,7.1,0.333,3.3,7.8,0.419,0.457,3.1,3.4,0.895,0.2,1.6,1.8,1.4,1.1,0.5,0.5,2.0,16.6,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,3.0,171.0,6.7,13.1,0.516,4.6,9.3,0.5,2.1,3.8,0.556,0.694,1.7,2.1,0.8,0.2,2.1,2.3,1.3,2.7,0.0,0.6,1.9,19.8,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,5.0,1.0,153.0,3.8,10.6,0.356,2.4,5.6,0.417,1.4,4.9,0.286,0.467,1.4,1.6,0.857,1.2,1.2,2.4,0.7,0.9,0.0,1.2,3.8,11.3,
