"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2003-04,26,SAC,NBA,C,4.0,0.0,10.0,0.5,0.5,0.5,0.75,0.665,2.0,0.0,114.0,109.0,106.0,100.0,129.0,659.0,0.0,
2004-05,27,NJN,NBA,PF,3.0,0.0,4.0,,,,,,,,,,,,,,,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7.0,0.0,14.0,0.5,0.5,0.5,0.75,0.665,2.0,0.0,113.0,109.0,106.0,100.0,129.0,659.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,4.0,0.0,10.0,0.5,0.5,0.5,0.75,0.665,2.0,0.0,114.0,109.0,106.0,100.0,129.0,659.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,3.0,0.0,4.0,,,,,,,,,,,,,,,
