Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2003-04,26,SAC,NBA,C,4.0,0.0,2.5,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5,0.5,0.8,1.0,0.75,0.3,0.5,0.8,0.0,0.0,0.3,0.0,0.5,1.3,
2004-05,27,NJN,NBA,PF,3.0,0.0,1.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7.0,0.0,2.0,0.1,0.3,0.5,0.0,0.0,0.1,0.3,0.5,0.5,0.4,0.6,0.75,0.1,0.3,0.4,0.0,0.0,0.1,0.0,0.6,0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,4.0,0.0,2.5,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5,0.5,0.8,1.0,0.75,0.3,0.5,0.8,0.0,0.0,0.3,0.0,0.5,1.3,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,3.0,0.0,1.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,
