Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,20,DAL,NBA,SG,1.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.029,-6.2,-0.5,-6.8,0.0,
2021-22,21,DAL,NBA,SG,16.0,0.0,121.0,4.0,0.365,0.786,0.286,1.0,10.9,5.8,8.4,2.1,0.0,0.0,12.3,-0.1,0.1,-0.1,-0.021,-5.3,0.3,-5.0,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,23,DAL,NBA,SG,22.0,0.0,399.0,12.0,0.584,0.694,0.224,6.1,10.0,8.0,8.0,2.2,0.7,7.0,11.4,0.6,0.4,1.1,0.13,0.3,2.1,2.4,0.4,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,39.0,0.0,524.0,10.1,0.529,0.717,0.239,4.9,10.1,7.5,8.0,2.2,0.6,5.3,11.6,0.5,0.5,1.0,0.094,-1.1,1.7,0.6,0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,1102.0,10.1,0.529,0.717,0.239,4.9,10.1,7.5,8.0,2.2,0.6,5.3,11.6,1.1,1.1,2.2,0.094,-1.1,1.7,0.6,0.7,
