Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,DAL,@,DEN,"W, 131-121",*,33,10,19,0.526,1,3,0.333,3,4,0.75,0,8,8,2,2,1,2,1,24,18.4,13
2025-11-29,DAL,@,LAC,"W, 114-110",*,38,13,22,0.591,0,3,0.0,9,11,0.818,1,7,8,2,0,0,3,3,35,24.0,-5
2025-11-28,DAL,@,LAL,"L, 119-129",*,36,5,11,0.455,1,3,0.333,2,2,1.0,1,6,7,11,3,0,1,4,13,17.9,-8
2025-11-24,DAL,@,MIA,"L, 102-106",*,34,5,14,0.357,0,4,0.0,2,2,1.0,3,4,7,3,2,0,3,2,12,7.8,-10
2025-11-22,DAL,,MEM,"L, 96-102",*,33,4,15,0.267,1,3,0.333,3,4,0.75,2,5,7,1,1,1,1,2,12,6.2,-5
