"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2017-18,20,MIN,NBA,C,1.0,0.0,4.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,98.0,,96.0,,90.0,0.0,0.0,-0.1,-0.2,
2018-19,21,PHI,NBA,C,3.0,0.0,21.0,0.286,0.4,0.0,0.286,0.5,0.317,0.286,0.286,62.0,77.0,0.0,55.0,65.0,57.0,110.0,80.0,-3.3,-3.8,
2019-20,22,OKC,NBA,C,5.0,0.0,24.0,0.4,0.5,0.25,0.45,,0.45,0.0,0.4,87.0,95.0,70.0,85.0,,80.0,0.0,104.0,-1.6,-2.3,
2020-21,23,HOU,NBA,C,13.0,6.0,247.0,0.414,0.556,0.265,0.479,0.75,0.488,0.057,0.486,89.0,105.0,72.0,89.0,96.0,85.0,23.0,124.0,-8.3,-12.1,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,22.0,6.0,296.0,0.404,0.531,0.25,0.461,0.667,0.469,0.067,0.449,88.0,101.0,68.0,86.0,86.0,82.0,27.0,115.0,-13.3,-18.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,13.0,6.0,247.0,0.414,0.556,0.265,0.479,0.75,0.488,0.057,0.486,89.0,105.0,72.0,89.0,96.0,85.0,23.0,124.0,-8.3,-12.1,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,5.0,0.0,24.0,0.4,0.5,0.25,0.45,,0.45,0.0,0.4,87.0,95.0,70.0,85.0,,80.0,0.0,104.0,-1.6,-2.3,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,3.0,0.0,21.0,0.286,0.4,0.0,0.286,0.5,0.317,0.286,0.286,62.0,77.0,0.0,55.0,65.0,57.0,110.0,80.0,-3.3,-3.8,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,1.0,0.0,4.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,98.0,,96.0,,90.0,0.0,0.0,-0.1,-0.2,
