Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,20,BOS,NBA,SG,3,0,10,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,0,0,0,0,0,0,1,1,2,0,
2016-17,21,BOS,NBA,SG,10,0,39,5,15,0.333,5,14,0.357,0,1,0.0,0.5,0,0,1,6,7,3,0,0,1,2,15,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13,0,49,6,18,0.333,5,15,0.333,1,3,0.333,0.472,0,0,1,6,7,3,0,0,2,3,17,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,309,38,114,0.333,32,95,0.333,6,19,0.333,0.472,0,0,6,38,44,19,0,0,13,19,107,0,
