Season,Team,Lg,Salary
2014-15,Boston Celtics,NBA,"$1,674,480"
2015-16,Boston Celtics,NBA,"$1,749,840"
2016-17,Boston Celtics,NBA,"$1,825,200"
2017-18,Philadelphia 76ers,NBA,< $Minimum
Career,(may be incomplete),,"$5,249,520"
