Season,Team,Lg,Salary
2004-05,Memphis Grizzlies,NBA,"$385,277"
2005-06,Miami Heat,NBA,"$641,748"
2011-12,New Jersey Nets,NBA,"$61,433"
Career,(may be incomplete),,"$1,088,458"
