Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,23,SAS,NBA,C,2.0,0.0,19.0,5.7,11.4,0.5,0.0,0.0,5.7,11.4,0.5,0.5,5.7,7.6,0.75,0.0,3.8,3.8,0.0,0.0,1.9,3.8,5.7,17.1,
2010-11,24,DAL,NBA,C,6.0,0.0,33.0,3.3,5.5,0.6,0.0,0.0,3.3,5.5,0.6,0.6,5.5,9.8,0.556,3.3,3.3,6.5,0.0,1.1,0.0,0.0,17.5,12.0,
2011-12,25,DAL,NBA,C,4.0,0.0,70.0,4.6,7.2,0.643,0.0,0.0,4.6,7.2,0.643,0.643,5.7,6.7,0.846,4.6,4.6,9.3,0.0,1.5,1.5,0.5,6.7,14.9,
2012-13,26,IND,NBA,C,18.0,0.0,150.0,3.1,7.0,0.448,0.0,0.0,3.1,7.0,0.448,0.448,0.7,2.4,0.3,4.8,5.3,10.1,0.2,0.0,3.1,2.9,6.7,7.0,
2013-14,27,IND,NBA,C,19.0,0.0,241.0,1.9,4.0,0.481,0.0,0.0,1.9,4.0,0.481,0.481,1.6,2.7,0.611,3.3,3.4,6.7,0.4,0.7,2.4,1.5,5.7,5.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,29,IND,NBA,C,7.0,7.0,172.0,4.4,8.8,0.5,0.0,0.0,4.4,8.8,0.5,0.5,3.1,5.2,0.6,2.5,5.0,7.5,1.7,1.0,1.3,2.9,5.2,11.9,
2016-17,30,WAS,NBA,C,5.0,0.0,63.0,2.9,5.1,0.556,0.0,0.0,2.9,5.1,0.556,0.556,2.3,6.3,0.364,1.7,4.6,6.3,3.4,0.6,3.4,1.7,9.7,8.0,
2017-18,31,WAS,NBA,C,6.0,0.0,52.0,6.9,9.7,0.714,0.0,0.0,6.9,9.7,0.714,0.714,6.9,7.6,0.909,2.8,4.8,7.6,0.7,2.8,3.5,0.7,6.9,20.8,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,67.0,7.0,800.0,3.5,6.6,0.527,0.0,0.0,3.5,6.6,0.527,0.527,2.8,4.5,0.614,3.3,4.4,7.7,0.9,0.9,2.3,1.9,6.8,9.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,44.0,7.0,563.0,3.0,6.3,0.48,0.0,0.0,3.0,6.3,0.48,0.48,1.9,3.4,0.547,3.5,4.4,7.9,0.8,0.6,2.2,2.3,5.8,7.9,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,11.0,0.0,115.0,4.7,7.2,0.652,0.0,0.0,4.7,7.2,0.652,0.652,4.4,6.9,0.636,2.2,4.7,6.9,2.2,1.6,3.4,1.3,8.5,13.8,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,10.0,0.0,103.0,4.2,6.6,0.632,0.0,0.0,4.2,6.6,0.632,0.632,5.6,7.7,0.727,4.2,4.2,8.4,0.0,1.4,1.0,0.3,10.1,14.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,2.0,0.0,19.0,5.7,11.4,0.5,0.0,0.0,5.7,11.4,0.5,0.5,5.7,7.6,0.75,0.0,3.8,3.8,0.0,0.0,1.9,3.8,5.7,17.1,
