Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,23,CHO,NBA,PG,7,0,27,8,12,0.667,2,4,0.5,6,8,0.75,0.75,0,0,0,1,1,3,1,0,1,0,18,0,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,27,8,12,0.667,2,4,0.5,6,8,0.75,0.75,0,0,0,1,1,3,1,0,1,0,18,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,316,94,141,0.667,23,47,0.5,70,94,0.75,0.75,0,0,0,12,12,35,12,0,12,0,211,0,
