Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,24,DEN,NBA,SG,3,0,11,2,3,0.667,0,1,0.0,2,2,1.0,0.667,0,0,0,1,1,1,0,1,0,1,4,0,
2024-25,25,DEN,NBA,SG,8,0,57,5,15,0.333,3,9,0.333,2,6,0.333,0.433,0,0,0,7,7,5,0,1,6,3,13,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11,0,68,7,18,0.389,3,10,0.3,4,8,0.5,0.472,0,0,0,8,8,6,0,2,6,4,17,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,507,52,134,0.389,22,75,0.3,30,60,0.5,0.472,0,0,0,60,60,45,0,15,45,30,127,0,
