"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Jake LaRavia,,2.9,1.0,0.5
Derrick Jones Jr.,96.7,2.9,1.1,0.4
Don Adams,93.0,2.9,0.9,0.7
Mirza TeletoviÄ,92.2,2.7,0.9,0.5
Sam Young,90.9,2.9,1.2,0.2
Joey Graham,90.4,3.0,1.3,0.3
Lorenzo Williams,90.3,3.1,1.1,0.3
Toby Kimball,90.1,3.2,1.2,0.4
Paul Reed,89.3,2.8,1.3,0.6
Malik Rose,89.3,2.6,1.1,0.4
Bill Turner,89.2,3.1,1.1,0.7
