Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2000-01,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2001-02,23,WAS,NBA,C,47,0,618,7.1,13.3,.536,0.0,0.0,7.1,13.3,.536,.536,3.6,6.5,.554,4.8,11.1,15.9,0.5,1.5,3.1,2.3,6.7,17.8,109,101,
2002-03,24,WAS,NBA,PF,38,0,513,6.5,13.2,.492,0.0,0.0,6.5,13.2,.492,.492,6.4,10.0,.638,7.4,10.1,17.5,0.3,0.8,2.4,3.5,7.0,19.3,107,102,
2003-04,25,WAS,NBA,C,79,15,1901,7.0,14.4,.489,0.0,0.0,7.0,14.4,.489,.489,5.2,8.1,.647,5.0,9.4,14.5,1.9,1.0,3.4,3.1,6.0,19.3,106,102,
2004-05,26,WAS,NBA,C,47,10,976,6.7,13.4,.502,0.0,0.0,6.7,13.4,.502,.502,4.0,7.6,.528,4.5,8.4,12.9,1.1,0.9,2.7,2.6,7.0,17.5,104,106,
2005-06,27,WAS,NBA,C,71,9,1121,6.1,11.4,.533,0.0,0.0,6.1,11.4,.533,.533,3.5,5.8,.600,4.6,8.4,12.9,0.6,0.9,3.2,2.4,6.9,15.6,110,105,
2006-07,28,WAS,NBA,C,65,32,1246,6.5,11.3,.574,0.0,0.0,6.5,11.3,.574,.574,3.2,5.7,.558,5.6,9.9,15.4,1.2,0.9,3.6,2.9,6.6,16.2,111,107,
2007-08,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness
2008-09,30,WAS,NBA,C,26,7,306,5.5,11.4,.485,0.0,0.0,5.5,11.4,.485,.485,2.8,4.0,.696,4.3,7.1,11.4,1.0,0.5,3.1,3.1,6.0,13.8,99,113,
2009-10,31,OKC,NBA,C,23,1,321,5.0,10.9,.456,0.0,0.0,5.0,10.9,.456,.456,2.1,3.5,.591,2.9,7.4,10.3,0.2,0.6,2.6,2.9,6.3,12.0,89,105,
2010-11,32,ATL,NBA,C,13,0,82,6.6,13.8,.476,0.0,0.0,6.6,13.8,.476,.476,7.9,9.8,.800,3.9,11.1,15.1,1.3,0.7,2.6,3.3,7.2,21.0,110,104,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,409,74,7084,6.6,12.8,.513,0.0,0.0,6.6,12.8,.513,.513,4.1,6.8,.603,5.0,9.2,14.2,1.1,0.9,3.1,2.8,6.5,17.2,107,105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (7 Yrs),WAS (7 Yrs),WAS (7 Yrs),WAS (7 Yrs),,373,73,6681,6.6,12.8,.516,0.0,0.0,6.6,12.8,.516,.516,4.2,7.0,.600,5.1,9.3,14.4,1.1,1.0,3.2,2.8,6.6,17.4,107,105,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,23,1,321,5.0,10.9,.456,0.0,0.0,5.0,10.9,.456,.456,2.1,3.5,.591,2.9,7.4,10.3,0.2,0.6,2.6,2.9,6.3,12.0,89,105,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,13,0,82,6.6,13.8,.476,0.0,0.0,6.6,13.8,.476,.476,7.9,9.8,.800,3.9,11.1,15.1,1.3,0.7,2.6,3.3,7.2,21.0,110,104,
