"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2018-19,20.0,CHO,NBA,41:15,8.0,13.0,4.0,6.0,8.0,9.0,5.0,6.0,4.0,11.0,12.0,5.0,3.0,3.0,3.0,5.0,20.0,20.7
2019-20,21.0,CHO,NBA,43:16,12.0,23.0,6.0,9.0,9.0,15.0,5.0,6.0,5.0,10.0,15.0,7.0,4.0,3.0,5.0,6.0,31.0,25.3
2020-21,22.0,CHO,NBA,41:02,13.0,21.0,6.0,12.0,10.0,11.0,6.0,6.0,6.0,16.0,16.0,6.0,2.0,4.0,5.0,5.0,33.0,26.4
2021-22,23.0,CHO,NBA,49:31,15.0,28.0,5.0,11.0,13.0,19.0,11.0,12.0,4.0,12.0,14.0,11.0,4.0,4.0,6.0,5.0,38.0,36.6
2023-24,25.0,CHO,NBA,44:58,17.0,27.0,7.0,14.0,12.0,18.0,8.0,10.0,5.0,15.0,15.0,8.0,3.0,3.0,5.0,5.0,45.0,38.8
2024-25,26.0,CHO,NBA,39:47,15.0,32.0,5.0,13.0,11.0,22.0,12.0,13.0,6.0,13.0,14.0,10.0,5.0,4.0,6.0,4.0,46.0,38.4
2025-26,27.0,CHO,NBA,42:23,12.0,24.0,7.0,15.0,6.0,13.0,12.0,12.0,3.0,9.0,12.0,7.0,3.0,2.0,4.0,5.0,34.0,29.5
Career,,,,49:31,17.0,32.0,7.0,15.0,13.0,22.0,12.0,13.0,6.0,16.0,16.0,11.0,5.0,4.0,6.0,6.0,46.0,38.8
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,CHO,NBA,49:31,17.0,32.0,7.0,15.0,13.0,22.0,12.0,13.0,6.0,16.0,16.0,11.0,5.0,4.0,6.0,6.0,46.0,38.8
