Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2018-19,22,IND,NBA,PG,50.0,0.0,646.0,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,
2019-20,23,IND,NBA,PG,66.0,33.0,1617.0,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,
2020-21,24,IND,NBA,PG,66.0,8.0,1176.0,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,
2021-22,25,2TM,NBA,PG,63.0,15.0,1021.0,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,
2021-22,25,WAS,NBA,PG,41.0,14.0,663.0,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18.0,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0.0,
2021-22,25,PHO,NBA,PG,22.0,1.0,358.0,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,0.4,0.5,0.9,0.125,-1.0,0.3,-0.8,0.1,
2022-23,26,ATL,NBA,PG,63.0,6.0,845.0,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,
2023-24,27,HOU,NBA,PG,78.0,1.0,1269.0,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,
2024-25,28,HOU,NBA,PG,62.0,3.0,792.0,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,
2025-26,29,HOU,NBA,PG,8.0,0.0,78.0,20.9,0.818,0.64,0.56,0.0,5.5,2.9,12.6,1.3,1.3,13.8,19.1,0.4,0.1,0.4,0.25,5.4,0.6,6.0,0.2,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,456.0,66.0,7444.0,11.3,0.542,0.449,0.173,1.9,8.5,5.2,16.6,1.7,0.9,12.6,18.0,3.5,7.0,10.5,0.068,-1.9,0.1,-1.8,0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1339.0,11.3,0.542,0.449,0.173,1.9,8.5,5.2,16.6,1.7,0.9,12.6,18.0,0.6,1.3,1.9,0.068,-1.9,0.1,-1.8,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,182.0,41.0,3439.0,10.9,0.514,0.42,0.174,1.3,8.5,5.0,17.4,1.7,1.1,12.5,19.6,-0.1,3.3,3.2,0.045,-2.2,-0.3,-2.5,-0.4,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,148.0,4.0,2139.0,12.1,0.594,0.583,0.166,1.8,8.6,5.1,14.9,1.4,0.8,11.1,16.8,2.8,2.1,4.9,0.11,-1.0,0.2,-0.8,0.7,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,63.0,6.0,845.0,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,41.0,14.0,663.0,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18.0,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,22.0,1.0,358.0,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,0.4,0.5,0.9,0.125,-1.0,0.3,-0.8,0.1,
