Season,Team,Lg,Salary
2020-21,Boston Celtics,NBA,"$2,035,800"
2021-22,Boston Celtics,NBA,"$2,137,440"
2022-23,Boston Celtics,NBA,"$2,239,200"
2023-24,Boston Celtics,NBA,"$4,037,277"
2024-25,Boston Celtics,NBA,"$6,696,429"
Career,(may be incomplete),,"$17,146,146"
