"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2001-02,20.0,POR,NBA,0:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03,21.0,POR,NBA,41:11,9.0,17.0,0.0,0.0,9.0,17.0,9.0,10.0,6.0,13.0,15.0,4.0,1.0,1.0,4.0,4.0,25.0,19.5
2010-11,29.0,MEM,NBA,55:56,12.0,25.0,1.0,2.0,12.0,25.0,16.0,17.0,8.0,14.0,21.0,6.0,3.0,2.0,5.0,5.0,34.0,30.2
2011-12,30.0,MEM,NBA,39:07,8.0,17.0,0.0,2.0,8.0,16.0,7.0,10.0,6.0,10.0,16.0,2.0,2.0,3.0,3.0,5.0,19.0,15.1
2012-13,31.0,MEM,NBA,45:26,11.0,21.0,0.0,1.0,11.0,21.0,12.0,16.0,9.0,11.0,18.0,4.0,2.0,2.0,5.0,5.0,28.0,24.3
2013-14,32.0,MEM,NBA,44:54,10.0,21.0,0.0,1.0,10.0,21.0,7.0,12.0,8.0,9.0,11.0,6.0,3.0,1.0,3.0,5.0,25.0,16.6
2014-15,33.0,MEM,NBA,38:40,9.0,20.0,1.0,1.0,9.0,19.0,6.0,6.0,5.0,7.0,11.0,5.0,1.0,0.0,4.0,5.0,22.0,17.9
2015-16,34.0,MEM,NBA,39:11,9.0,21.0,0.0,0.0,9.0,21.0,3.0,3.0,5.0,7.0,12.0,3.0,1.0,0.0,3.0,4.0,20.0,12.2
2016-17,35.0,MEM,NBA,38:26,9.0,18.0,1.0,2.0,9.0,17.0,4.0,4.0,3.0,10.0,11.0,1.0,3.0,1.0,2.0,4.0,21.0,15.7
Career,,,,55:56,12.0,25.0,1.0,2.0,12.0,25.0,16.0,17.0,9.0,14.0,21.0,6.0,3.0,3.0,5.0,5.0,34.0,30.2
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,MEM,NBA,55:56,12.0,25.0,1.0,2.0,12.0,25.0,16.0,17.0,9.0,14.0,21.0,6.0,3.0,3.0,5.0,5.0,34.0,30.2
2 Seasons,,POR,NBA,41:11,9.0,17.0,0.0,0.0,9.0,17.0,9.0,10.0,6.0,13.0,15.0,4.0,1.0,1.0,4.0,4.0,25.0,19.5
