Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,28.0,MEM,NBA,PF,1,0,19:01,4,10,0.4,0,0,,0,0,,3,6,2,2,0,1,2,8
2012-13,31.0,MEM,NBA,PF,1,0,13:21,3,6,0.5,0,0,,0,0,,1,5,0,0,0,0,0,6
Career,,,NBA,,2,0,32,7,16,0.438,0,0,,0,0,,4,11,2,2,0,1,2,14
