Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,24,DAL,NBA,C,9.0,0.0,84.0,5.1,8.9,0.571,0.0,0.0,5.1,8.9,0.571,0.571,3.8,6.4,0.6,5.7,9.5,15.3,0.6,0.6,2.5,2.5,14.0,14.0,116.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,BOS,NBA,C,17.0,0.0,170.0,3.5,8.4,0.423,0.0,0.0,3.5,8.4,0.423,0.423,1.3,2.9,0.444,5.1,3.5,8.7,2.6,0.0,2.6,2.3,9.3,8.4,96.0,104.0,
2012-13,28,LAC,NBA,C,5.0,0.0,37.0,7.4,13.3,0.556,0.0,0.0,7.4,13.3,0.556,0.556,1.5,2.9,0.5,4.4,2.9,7.4,2.9,0.0,2.9,2.9,14.7,16.2,108.0,116.0,
2013-14,29,LAC,NBA,PF,5.0,0.0,9.0,5.6,22.2,0.25,0.0,0.0,5.6,22.2,0.25,0.25,5.6,5.6,1.0,5.6,11.1,16.7,0.0,0.0,0.0,5.6,16.7,16.7,71.0,112.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,36.0,0.0,300.0,4.5,9.6,0.472,0.0,0.0,4.5,9.6,0.472,0.472,2.2,4.0,0.545,5.2,5.4,10.6,2.0,0.2,2.5,2.5,11.5,11.2,102.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,10.0,0.0,46.0,7.0,15.1,0.462,0.0,0.0,7.0,15.1,0.462,0.462,2.3,3.5,0.667,4.7,4.7,9.3,2.3,0.0,2.3,3.5,15.1,16.3,97.0,115.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,17.0,0.0,170.0,3.5,8.4,0.423,0.0,0.0,3.5,8.4,0.423,0.423,1.3,2.9,0.444,5.1,3.5,8.7,2.6,0.0,2.6,2.3,9.3,8.4,96.0,104.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,9.0,0.0,84.0,5.1,8.9,0.571,0.0,0.0,5.1,8.9,0.571,0.571,3.8,6.4,0.6,5.7,9.5,15.3,0.6,0.6,2.5,2.5,14.0,14.0,116.0,111.0,
