Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2019-20,24,CHO,NBA,SF,48.0,3.0,903.0,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.1,0.0,
2020-21,25,CHO,NBA,SF,52.0,10.0,849.0,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.7,0.7,-2.0,0.0,
2021-22,26,CHO,NBA,SF,71.0,11.0,1866.0,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,
2022-23,27,CHO,NBA,SF,7.0,0.0,134.0,8.7,0.448,0.389,0.194,6.2,13.0,9.5,11.0,1.4,0.6,4.9,12.9,0.0,0.1,0.1,0.045,-3.8,-0.8,-4.6,-0.1,
2023-24,28,CHO,NBA,SF,28.0,22.0,753.0,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,
2024-25,29,2TM,NBA,SF,53.0,8.0,1173.0,11.3,0.509,0.465,0.188,4.8,15.9,10.3,13.0,2.4,2.7,12.7,14.7,0.1,1.2,1.3,0.054,-2.8,1.1,-1.7,0.1,
2024-25,29,CHO,NBA,SF,39.0,8.0,967.0,11.7,0.528,0.463,0.183,4.3,15.3,9.7,13.6,2.2,2.6,12.7,14.6,0.3,1.0,1.3,0.063,-2.3,1.1,-1.2,0.2,
2024-25,29,PHO,NBA,SF,14.0,0.0,206.0,9.5,0.417,0.474,0.211,7.2,18.5,13.0,10.3,3.1,2.7,12.6,15.3,-0.2,0.2,0.0,0.01,-4.9,0.9,-4.0,-0.1,
2025-26,30,IND,NBA,SF,4.0,0.0,55.0,3.1,0.277,0.5,0.6,1.7,26.3,13.1,4.8,3.4,3.3,24.0,12.2,-0.2,0.1,-0.1,-0.093,-10.1,1.7,-8.4,-0.1,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,263.0,54.0,5733.0,11.1,0.518,0.392,0.229,4.7,13.9,9.2,14.0,2.2,1.8,13.7,13.5,2.0,5.1,7.1,0.06,-2.6,0.8,-1.8,0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,17.0,1787.0,11.1,0.518,0.392,0.229,4.7,13.9,9.2,14.0,2.2,1.8,13.7,13.5,0.6,1.6,2.2,0.06,-2.6,0.8,-1.8,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHO (6 Yrs),CHO (6 Yrs),CHO (6 Yrs),CHO (6 Yrs),,245.0,54.0,5472.0,11.2,0.524,0.387,0.227,4.6,13.6,9.0,14.3,2.2,1.7,13.7,13.4,2.4,4.8,7.2,0.063,-2.4,0.8,-1.6,0.5,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,14.0,0.0,206.0,9.5,0.417,0.474,0.211,7.2,18.5,13.0,10.3,3.1,2.7,12.6,15.3,-0.2,0.2,0.0,0.01,-4.9,0.9,-4.0,-0.1,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,4.0,0.0,55.0,3.1,0.277,0.5,0.6,1.7,26.3,13.1,4.8,3.4,3.3,24.0,12.2,-0.2,0.1,-0.1,-0.093,-10.1,1.7,-8.4,-0.1,
