Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,23.0,OKC,NBA,SG,1,1,6:36,1,3,0.333,0,1,0.0,0,0,,0,0,1,1,1,2,0,2
Career,,,NBA,,1,1,7,1,3,0.333,0,1,0.0,0,0,,0,0,1,1,1,2,0,2
