"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2004-05,21,DAL,NBA,PG,9.0,0.0,80.0,0.438,0.5,0.333,0.5,0.667,0.551,0.563,0.375,98.0,106.0,94.0,104.0,88.0,104.0,173.0,191.0,
2005-06,22,DAL,NBA,PG,23.0,15.0,558.0,0.48,0.503,0.0,0.48,0.703,0.531,0.433,0.047,106.0,105.0,0.0,98.0,94.0,99.0,130.0,23.0,
2006-07,23,DAL,NBA,PG,6.0,6.0,163.0,0.492,0.528,0.3,0.516,0.737,0.554,0.302,0.159,107.0,109.0,84.0,104.0,98.0,102.0,92.0,75.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,28,UTA,NBA,PG,4.0,4.0,120.0,0.396,0.455,0.267,0.438,0.714,0.48,0.292,0.313,88.0,95.0,76.0,90.0,95.0,91.0,106.0,138.0,
2012-13,29,ATL,NBA,SG,6.0,6.0,225.0,0.365,0.474,0.2,0.405,0.68,0.459,0.397,0.397,81.0,98.0,56.0,82.0,90.0,86.0,147.0,163.0,
2013-14,30,DAL,NBA,PG,7.0,0.0,176.0,0.47,0.488,0.44,0.553,0.875,0.575,0.121,0.379,103.0,100.0,122.0,110.0,116.0,106.0,43.0,146.0,
2014-15,31,DAL,NBA,PG,4.0,0.0,74.0,0.348,0.667,0.0,0.348,0.889,0.445,0.391,0.478,77.0,137.0,0.0,70.0,118.0,83.0,143.0,178.0,
2015-16,32,DAL,NBA,PG,5.0,0.0,121.0,0.5,0.647,0.308,0.567,0.5,0.567,0.333,0.433,111.0,132.0,87.0,113.0,66.0,105.0,121.0,152.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,64.0,31.0,1517.0,0.45,0.51,0.257,0.48,0.708,0.524,0.35,0.235,100.0,106.0,72.0,97.0,94.0,98.0,114.0,98.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (6 Yrs),DAL (6 Yrs),DAL (6 Yrs),DAL (6 Yrs),,54.0,21.0,1172.0,0.472,0.52,0.274,0.499,0.713,0.54,0.35,0.198,104.0,108.0,77.0,101.0,95.0,100.0,110.0,81.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,6.0,6.0,225.0,0.365,0.474,0.2,0.405,0.68,0.459,0.397,0.397,81.0,98.0,56.0,82.0,90.0,86.0,147.0,163.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,4.0,120.0,0.396,0.455,0.267,0.438,0.714,0.48,0.292,0.313,88.0,95.0,76.0,90.0,95.0,91.0,106.0,138.0,
