Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2015-16,20,BOS,NBA,SG,3,0,10,3.6,10.8,0.333,0.0,3.6,0.0,3.6,7.2,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,7.2,
2016-17,21,BOS,NBA,SG,10,0,39,4.6,13.8,0.333,4.6,12.9,0.357,0.0,0.9,0.0,0.5,0.0,0.0,0.9,5.5,6.5,2.8,0.0,0.0,0.9,1.8,13.8,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13,0,49,4.4,13.2,0.333,3.7,11.0,0.333,0.7,2.2,0.333,0.472,0.0,0.0,0.7,4.4,5.1,2.2,0.0,0.0,1.5,2.2,12.5,
