"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2024-25,23,CLE,NBA,SG,12,0,88,0.25,11.7,0.55,0.55,0.0,0.0,0.0,0.45,0.455,0.455,,,0.0,0.8,,0.2,3,0.444,0.0,0,0,
2025-26,24,CLE,NBA,SG,9,0,82,0.179,13.5,0.536,0.286,0.214,0.0,0.036,0.464,0.267,0.25,0.333,0.0,0.077,1.0,1.0,0.036,1,0.308,0.25,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,21,0,170,0.208,12.6,0.542,0.396,0.125,0.0,0.021,0.458,0.346,0.368,0.333,0.0,0.045,0.889,1.0,0.104,4,0.364,0.125,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,664,0.208,12.6,0.542,0.396,0.125,0.0,0.021,0.458,0.346,0.368,0.333,0.0,0.045,0.889,1.0,0.104,16,0.364,0.125,0,0,
