"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Bennedict Mathurin,,3.0,1.8,1.4
Quinton Ross,94.9,3.2,1.7,1.6
Al Ferrari,93.5,3.3,1.9,1.4
Quinn Buckner,92.8,3.2,2.0,1.5
Tyus Edney,92.5,3.3,1.5,1.5
Yogi Ferrell,91.9,3.0,1.9,1.8
Robert Pack,91.8,3.1,1.7,1.1
Marko JariÄ,91.1,2.8,1.9,1.5
Foots Walker,90.0,3.0,2.3,1.5
Tom Garrick,89.5,2.5,1.8,1.4
Tony Allen,89.3,2.7,1.9,1.7
