"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2024-25,22,IND,NBA,SF,22,0,385,0.459,13.9,0.595,0.284,0.203,0.061,0.047,0.405,0.568,0.69,0.433,0.556,0.429,0.3,0.6,0.833,0.02,3,0.3,0.444,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,22,0,385,0.459,13.9,0.595,0.284,0.203,0.061,0.047,0.405,0.568,0.69,0.433,0.556,0.429,0.3,0.6,0.833,0.02,3,0.3,0.444,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1435,0.459,13.9,0.595,0.284,0.203,0.061,0.047,0.405,0.568,0.69,0.433,0.556,0.429,0.3,0.6,0.833,0.02,11,0.3,0.444,7,0,
