"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2004-05,23.0,WAS,NBA,48:00,14.0,25.0,4.0,12.0,10.0,19.0,14.0,19.0,2.0,7.0,8.0,14.0,6.0,2.0,6.0,6.0,39.0,29.0
2005-06,24.0,WAS,NBA,53:00,14.0,27.0,6.0,9.0,10.0,19.0,14.0,17.0,2.0,6.0,6.0,11.0,4.0,1.0,6.0,6.0,44.0,33.9
2007-08,26.0,WAS,NBA,32:23,8.0,16.0,4.0,5.0,4.0,11.0,4.0,4.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,6.0,24.0,16.0
2010-11,29.0,ORL,NBA,22:09,9.0,18.0,1.0,5.0,8.0,15.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,4.0,20.0,12.8
2011-12,30.0,MEM,NBA,10:15,2.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,0.5
Career,,,,53:00,14.0,27.0,6.0,12.0,10.0,19.0,14.0,19.0,2.0,7.0,8.0,14.0,6.0,2.0,6.0,6.0,44.0,33.9
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,WAS,NBA,53:00,14.0,27.0,6.0,12.0,10.0,19.0,14.0,19.0,2.0,7.0,8.0,14.0,6.0,2.0,6.0,6.0,44.0,33.9
1 Season,,MEM,NBA,10:15,2.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,0.5
1 Season,,ORL,NBA,22:09,9.0,18.0,1.0,5.0,8.0,15.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,3.0,4.0,20.0,12.8
