"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2017-18,24,PHI,NBA,EC1,MIA,W (4-1),5,29.8,16.6,6.8,3.4,0.8,0.2,29,74,.392,12,32,.375,17,42,.405,.473,13,14,.929,15,19,34,17,4,1,10,15,83,
2017-18,24,PHI,NBA,ECS,BOS,L (1-4),5,36.0,17.8,7.8,3.6,1.2,0.6,30,66,.455,8,20,.400,22,46,.478,.515,21,26,.808,17,22,39,18,6,3,5,13,89,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,27,PHO,NBA,WC1,LAL,W (4-2),3,11.0,3.7,1.7,1.0,0.3,0.3,4,8,.500,1,3,.333,3,5,.600,.563,2,2,1.000,3,2,5,3,1,1,4,6,11,
2020-21,27,PHO,NBA,WCS,DEN,W (4-0),4,12.3,6.3,2.8,1.3,0.3,0.0,8,17,.471,3,6,.500,5,11,.455,.559,6,6,1.000,0,11,11,5,1,0,0,6,25,
2020-21,27,PHO,NBA,WCF,LAC,W (4-2),6,10.3,4.5,3.0,1.0,0.0,0.0,9,19,.474,4,9,.444,5,10,.500,.579,5,6,.833,5,13,18,6,0,0,2,9,27,
2020-21,27,PHO,NBA,FIN,MIL,L (2-4),1,2.0,0.0,1.0,0.0,0.0,0.0,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,
2021-22,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),4-2,24,19.8,9.8,4.5,2.0,0.5,0.2,80,185,.432,28,70,.400,52,115,.452,.508,47,54,.870,41,67,108,49,12,5,21,49,235,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,3,11.0,3.7,1.7,1.0,0.3,0.3,4,8,.500,1,3,.333,3,5,.600,.563,2,2,1.000,3,2,5,3,1,1,4,6,11,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),1-0,5,29.8,16.6,6.8,3.4,0.8,0.2,29,74,.392,12,32,.375,17,42,.405,.473,13,14,.929,15,19,34,17,4,1,10,15,83,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,4,12.3,6.3,2.8,1.3,0.3,0.0,8,17,.471,3,6,.500,5,11,.455,.559,6,6,1.000,0,11,11,5,1,0,0,6,25,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,5,36.0,17.8,7.8,3.6,1.2,0.6,30,66,.455,8,20,.400,22,46,.478,.515,21,26,.808,17,22,39,18,6,3,5,13,89,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,6,10.3,4.5,3.0,1.0,0.0,0.0,9,19,.474,4,9,.444,5,10,.500,.579,5,6,.833,5,13,18,6,0,0,2,9,27,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,1,2.0,0.0,1.0,0.0,0.0,0.0,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,
