Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,21,DET,NBA,SF,70,53,1909,7.2,17.8,.404,4.5,11.8,.380,2.7,5.9,.450,.530,3.2,3.8,.844,1.1,7.1,8.2,2.4,1.3,0.4,1.5,2.8,22.0,112,114,ROY-4
2021-22,22,DET,NBA,SF,82,82,2704,8.1,20.5,.396,3.8,11.0,.346,4.3,9.5,.454,.489,3.8,4.6,.827,1.9,6.0,8.0,4.2,1.3,0.3,1.7,2.3,23.8,110,116,
2022-23,23,2TM,NBA,SF,77,37,2129,8.0,18.9,.422,3.4,9.5,.361,4.6,9.5,.483,.513,4.6,5.4,.861,2.2,6.0,8.2,2.7,1.6,0.3,1.6,2.8,24.1,117,119,
2022-23,23,DET,NBA,SF,52,30,1500,7.9,19.6,.404,3.3,9.5,.345,4.7,10.1,.460,.488,5.8,6.8,.861,1.9,5.9,7.8,2.7,1.6,0.4,1.7,2.8,24.9,115,119,
2022-23,23,ATL,NBA,SF,25,7,629,8.2,17.4,.470,3.8,9.5,.400,4.4,8.0,.552,.578,1.9,2.2,.862,3.0,6.1,9.1,2.6,1.5,0.1,1.3,2.8,22.1,124,117,
2023-24,24,ATL,NBA,SF,63,51,2062,6.7,16.2,.416,2.6,8.3,.316,4.1,7.9,.522,.497,4.0,4.7,.837,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2.0,20.1,120,121,
2024-25,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2025-26,26,NOP,NBA,SF,20,12,566,8.2,18.6,.440,3.5,9.4,.373,4.6,9.1,.509,.535,3.0,4.6,.660,3.1,7.1,10.2,3.9,1.7,0.2,1.1,2.0,22.8,122,123,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,312,235,9370,7.6,18.5,.410,3.6,10.1,.353,4.0,8.4,.479,.507,3.9,4.6,.831,2.3,6.2,8.5,3.0,1.4,0.3,1.5,2.4,22.6,115,118,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),,204,165,6113,7.8,19.4,.400,3.9,10.9,.357,3.9,8.5,.455,.500,4.1,4.9,.843,1.7,6.3,8.0,3.3,1.4,0.3,1.7,2.6,23.5,112,116,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,88,58,2691,7.1,16.5,.429,2.9,8.6,.337,4.2,7.9,.529,.517,3.5,4.1,.841,3.7,5.8,9.5,2.2,1.3,0.2,1.3,2.2,20.5,121,121,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,20,12,566,8.2,18.6,.440,3.5,9.4,.373,4.6,9.1,.509,.535,3.0,4.6,.660,3.1,7.1,10.2,3.9,1.7,0.2,1.1,2.0,22.8,122,123,
