"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2005-06,22,MIL,NBA,PG,5.0,5.0,162.0,0.49,0.5,0.4,0.51,0.917,0.56,0.235,0.098,108.0,105.0,112.0,104.0,123.0,105.0,71.0,48.0,
2006-07,23,TOR,NBA,PG,6.0,5.0,136.0,0.487,0.485,0.5,0.52,0.81,0.563,0.276,0.132,106.0,100.0,140.0,105.0,108.0,104.0,84.0,62.0,
2007-08,24,TOR,NBA,PG,5.0,5.0,124.0,0.362,0.4,0.125,0.371,0.938,0.446,0.276,0.138,79.0,83.0,35.0,75.0,124.0,83.0,90.0,62.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,27,IND,NBA,PG,2.0,0.0,14.0,1.0,1.0,1.0,1.167,,1.167,0.0,0.333,218.0,205.0,279.0,234.0,,215.0,0.0,150.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,18.0,15.0,436.0,0.457,0.47,0.375,0.481,0.878,0.534,0.261,0.128,100.0,97.0,105.0,97.0,117.0,99.0,81.0,60.0,
,,,,,,,,,,,,,,,,,,,,,,,,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,11.0,10.0,260.0,0.433,0.448,0.333,0.455,0.865,0.512,0.276,0.134,95.0,92.0,93.0,92.0,115.0,95.0,87.0,62.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,5.0,162.0,0.49,0.5,0.4,0.51,0.917,0.56,0.235,0.098,108.0,105.0,112.0,104.0,123.0,105.0,71.0,48.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,2.0,0.0,14.0,1.0,1.0,1.0,1.167,,1.167,0.0,0.333,218.0,205.0,279.0,234.0,,215.0,0.0,150.0,
