Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2004-05,21,NJN,NBA,PF,75,57,1965,7.7,15.6,.493,0.0,0.1,.000,7.7,15.6,.495,.493,5.1,7.0,.725,4.4,6.6,11.0,2.1,0.9,1.7,3.1,7.7,20.5,106,104,
2005-06,22,NJN,NBA,PF,80,80,2469,9.7,19.1,.507,0.0,0.1,.250,9.7,19.0,.509,.508,4.0,5.7,.698,3.9,7.2,11.1,1.9,0.7,1.4,2.9,6.4,23.4,104,103,
2006-07,23,NJN,NBA,C,26,26,848,10.5,20.0,.526,0.0,0.1,.000,10.5,20.0,.528,.526,5.3,7.5,.711,3.2,7.7,10.9,2.9,0.6,1.5,3.2,5.5,26.4,107,107,
2007-08,24,NJN,NBA,C,45,38,812,7.9,19.4,.410,0.0,0.1,.000,7.9,19.3,.413,.410,3.4,4.5,.754,2.3,10.7,12.9,1.7,0.6,1.1,2.6,7.2,19.3,90,108,
2008-09,25,OKC,NBA,C,46,29,1141,8.6,18.3,.469,0.0,0.0,,8.6,18.3,.469,.469,2.8,3.6,.797,3.8,7.6,11.4,1.3,0.9,2.2,2.0,5.1,20.0,104,109,
2009-10,26,OKC,NBA,C,76,76,1741,8.3,16.6,.502,0.0,0.1,.200,8.3,16.4,.505,.503,2.3,3.1,.717,4.0,7.4,11.3,1.5,0.9,1.3,1.7,5.2,18.9,111,106,
2010-11,27,2TM,NBA,C,71,67,1571,7.7,15.0,.511,0.0,0.0,,7.7,15.0,.511,.511,3.8,4.9,.774,4.1,7.0,11.1,0.9,0.9,0.8,1.9,6.1,19.1,113,107,
2010-11,27,OKC,NBA,C,47,47,1018,7.7,15.5,.498,0.0,0.0,,7.7,15.5,.498,.498,2.7,3.4,.803,3.9,6.6,10.5,1.0,0.9,0.9,1.7,5.4,18.2,111,109,
2010-11,27,BOS,NBA,C,24,20,553,7.6,14.1,.537,0.0,0.0,,7.6,14.1,.537,.537,5.8,7.7,.750,4.5,7.8,12.3,0.8,0.8,0.8,2.2,7.4,20.9,117,102,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,419,373,10547,8.6,17.4,.494,0.0,0.1,.143,8.6,17.4,.495,.494,3.8,5.2,.730,3.9,7.4,11.3,1.7,0.8,1.4,2.5,6.2,21.0,106,106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),NJN (4 Yrs),,226,201,6094,8.9,18.1,.492,0.0,0.1,.111,8.9,18.1,.494,.493,4.4,6.2,.715,3.8,7.5,11.3,2.1,0.7,1.5,3.0,6.8,22.3,103,105,
OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),,169,152,3900,8.2,16.8,.491,0.0,0.1,.200,8.2,16.7,.492,.491,2.5,3.3,.765,3.9,7.2,11.1,1.3,0.9,1.5,1.8,5.3,19.0,109,108,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,24,20,553,7.6,14.1,.537,0.0,0.0,,7.6,14.1,.537,.537,5.8,7.7,.750,4.5,7.8,12.3,0.8,0.8,0.8,2.2,7.4,20.9,117,102,
