Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,21,ATL,NBA,SG,61,2,902,7.5,16.9,.446,3.0,7.9,.384,4.5,9.0,.500,.536,3.4,4.0,.843,1.0,4.4,5.4,3.2,0.7,0.6,2.3,2.1,21.5,109,109,ROY-10
2013-14,22,ATL,NBA,SG,13,0,158,5.1,13.5,.381,1.3,5.8,.222,3.9,7.7,.500,.429,1.3,1.3,1.000,1.0,6.1,7.1,3.5,0.3,0.3,3.5,3.5,12.8,83,111,
2014-15,23,ATL,NBA,SG,24,3,297,8.4,17.0,.495,3.6,8.9,.404,4.8,8.1,.596,.601,2.8,3.3,.842,0.3,6.4,6.7,2.2,1.7,0.0,1.4,2.6,23.2,118,105,
2015-16,24,2TM,NBA,SG,43,3,480,7.3,16.5,.444,1.7,5.3,.314,5.7,11.3,.505,.494,2.1,2.5,.833,0.8,5.1,5.9,3.6,0.8,0.1,2.8,2.3,18.4,99,112,
2015-16,24,DAL,NBA,SG,21,1,193,7.6,18.5,.414,0.8,5.0,.158,6.9,13.5,.510,.436,2.1,2.4,.889,1.1,4.7,5.8,2.4,0.8,0.0,2.9,2.9,18.2,88,111,
2015-16,24,PHO,NBA,SG,22,2,287,7.1,15.3,.467,2.2,5.4,.406,4.9,9.8,.500,.539,2.0,2.5,.800,0.7,5.3,5.9,4.4,0.8,0.2,2.7,1.9,18.5,107,112,
2016-17,25,PHO,NBA,SG,4,0,13,7.4,18.4,.400,3.7,7.4,.500,3.7,11.0,.333,.500,7.4,7.4,1.000,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,25.8,135,119,
2017-18,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2018-19,27,2TM,NBA,SG,26,0,333,6.1,15.2,.400,3.2,8.4,.379,2.9,6.8,.426,.505,2.2,2.6,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.3,1.4,17.5,109,119,
2018-19,27,WAS,NBA,SG,4,0,14,6.8,6.8,1.000,6.8,6.8,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,3.4,3.4,3.4,0.0,0.0,0.0,0.0,20.3,285,121,
2018-19,27,NYK,NBA,SG,22,0,319,6.0,15.6,.388,3.0,8.5,.357,3.0,7.1,.426,.485,2.3,2.7,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.4,1.5,17.4,107,119,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,171,8,2183,7.2,16.3,.441,2.7,7.4,.367,4.5,8.9,.503,.524,2.7,3.2,.847,0.8,5.0,5.8,3.2,0.7,0.3,2.2,2.2,19.8,106,111,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),,98,5,1357,7.4,16.5,.451,3.0,7.9,.375,4.5,8.6,.520,.540,3.0,3.5,.849,0.8,5.1,5.9,3.0,0.9,0.4,2.2,2.4,20.8,108,108,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,26,2,300,7.1,15.4,.463,2.3,5.5,.412,4.9,9.9,.492,.537,2.3,2.8,.824,0.6,5.2,5.8,4.4,0.8,0.2,2.6,1.8,18.8,108,113,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,22,0,319,6.0,15.6,.388,3.0,8.5,.357,3.0,7.1,.426,.485,2.3,2.7,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.4,1.5,17.4,107,119,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,21,1,193,7.6,18.5,.414,0.8,5.0,.158,6.9,13.5,.510,.436,2.1,2.4,.889,1.1,4.7,5.8,2.4,0.8,0.0,2.9,2.9,18.2,88,111,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,4,0,14,6.8,6.8,1.000,6.8,6.8,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,3.4,3.4,3.4,0.0,0.0,0.0,0.0,20.3,285,121,
