Highlight,Unnamed: 1,In Stathead
"Career high, Points",43.0,View full stats from top 20 games
"Career high, Rebounds",13.0,View full stats from top 20 games
"Career high, Assists",21.0,View full stats from top 20 games
"Career high, Steals",9.0,View full stats from top 20 games
"Career high, Blocks",3.0,View full stats from top 20 games
"Career high, Game Score",47.5,View full stats from top 20 games
Triple-Doubles,18.0,View all
