0
2005-06 NBA 10.4 (17th)
2007-08 NBA 17.8 (1st)
2008-09 NBA 18.3 (2nd)
2010-11 NBA 13.9 (4th)
2011-12 NBA 12.7 (2nd)
2012-13 NBA 13.9 (3rd)
2013-14 NBA 12.2 (7th)
2014-15 NBA 16.1 (2nd)
2015-16 NBA 12.7 (7th)
2016-17 NBA 10.6 (14th)
2017-18 NBA 10.2 (12th)
2019-20 NBA 8.9 (9th)
2020-21 NBA 9.2 (6th)
2021-22 NBA 9.4 (9th)
Active 215.2 (2nd)
Career 215.2 (5th)
Career NBA 215.2 (5th)
Career Playoffs 21.2 (23rd)
Career NBA Playoffs 21.2 (22nd)
Career (Reg+Playoffs) 236.4 (7th)
Career NBA (Reg+Playoffs) 236.4 (7th)
