0
2005-06 NBA 7.8 (6th)
2006-07 NBA 8.7 (5th)
2007-08 NBA 11.1 (2nd)
2008-09 NBA 10.3 (3rd)
2010-11 NBA 9.8 (4th)
2011-12 NBA 9.0 (4th)
2012-13 NBA 10.5 (1st)
2013-14 NBA 11.0 (1st)
2014-15 NBA 10.6 (1st)
2015-16 NBA 11.0 (2nd)
2016-17 NBA 10.6 (3rd)
2017-18 NBA 8.9 (4th)
2018-19 NBA 9.2 (4th)
2019-20 NBA 7.7 (16th)
2020-21 NBA 10.2 (2nd)
2021-22 NBA 11.8 (1st)
2022-23 NBA 10.0 (4th)
2023-24 NBA 9.2 (5th)
2024-25 NBA 9.5 (4th)
Active 9.9 (2nd)
Career 9.9 (6th)
Career NBA 9.9 (6th)
Career Playoffs 8.2 (19th)
Career NBA Playoffs 8.2 (19th)
