Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2002-03,22,MEM,NBA,PF,12.0,0.0,6.0,0.5,1.7,0.3,0.0,0.0,0.5,1.7,0.3,0.3,0.6,1.5,0.389,0.5,0.9,1.4,0.3,0.0,0.3,0.6,0.8,1.6,
2003-04,23,3TM,NBA,PF,32.0,3.0,8.0,0.3,1.0,0.273,0.0,0.0,0.3,1.0,0.273,0.273,0.4,1.0,0.452,0.7,1.0,1.6,0.4,0.4,0.1,0.3,1.6,1.0,
2003-04,23,PHO,NBA,PF,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,
2003-04,23,ORL,NBA,PF,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,
2003-04,23,TOR,NBA,C,30.0,3.0,8.2,0.3,1.0,0.267,0.0,0.0,0.3,1.0,0.267,0.267,0.4,0.9,0.481,0.7,1.0,1.7,0.4,0.4,0.1,0.3,1.6,1.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,44.0,3.0,7.5,0.3,1.2,0.283,0.0,0.0,0.3,1.2,0.283,0.283,0.5,1.1,0.429,0.6,1.0,1.6,0.4,0.3,0.1,0.4,1.3,1.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,30.0,3.0,8.2,0.3,1.0,0.267,0.0,0.0,0.3,1.0,0.267,0.267,0.4,0.9,0.481,0.7,1.0,1.7,0.4,0.4,0.1,0.3,1.6,1.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,12.0,0.0,6.0,0.5,1.7,0.3,0.0,0.0,0.5,1.7,0.3,0.3,0.6,1.5,0.389,0.5,0.9,1.4,0.3,0.0,0.3,0.6,0.8,1.6,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,
