Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2002-03,22,MEM,NBA,PF,12.0,0.0,72.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,3.5,9.0,0.389,3.0,5.5,8.5,1.5,0.0,1.5,3.5,4.5,9.5,
2003-04,23,3TM,NBA,PF,32.0,3.0,256.0,1.3,4.6,0.273,0.0,0.0,1.3,4.6,0.273,0.273,2.0,4.4,0.452,3.0,4.4,7.3,1.8,2.0,0.4,1.4,7.0,4.5,
2003-04,23,PHO,NBA,PF,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,12.0,0.5,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,
2003-04,23,ORL,NBA,PF,1.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,0.0,18.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0,
2003-04,23,TOR,NBA,C,30.0,3.0,246.0,1.2,4.4,0.267,0.0,0.0,1.2,4.4,0.267,0.267,1.9,4.0,0.481,3.1,4.2,7.3,1.8,1.9,0.4,1.3,7.2,4.2,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,44.0,3.0,328.0,1.6,5.8,0.283,0.0,0.0,1.6,5.8,0.283,0.283,2.3,5.4,0.429,3.0,4.6,7.6,1.8,1.5,0.7,1.9,6.5,5.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,30.0,3.0,246.0,1.2,4.4,0.267,0.0,0.0,1.2,4.4,0.267,0.267,1.9,4.0,0.481,3.1,4.2,7.3,1.8,1.9,0.4,1.3,7.2,4.2,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,12.0,0.0,72.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,3.5,9.0,0.389,3.0,5.5,8.5,1.5,0.0,1.5,3.5,4.5,9.5,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,1.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,0.0,18.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,12.0,0.5,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,
