Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,24,MEM,NBA,SF,80.0,1.0,1321.0,224.0,497.0,0.451,11.0,56.0,0.196,213.0,441.0,0.483,0.462,136.0,175.0,0.777,77.0,124.0,201.0,52.0,34.0,20.0,94.0,106.0,595.0,0.0,
2010-11,25,MEM,NBA,SF,78.0,46.0,1577.0,233.0,494.0,0.472,17.0,50.0,0.34,216.0,444.0,0.486,0.489,89.0,116.0,0.767,40.0,147.0,187.0,71.0,68.0,23.0,61.0,120.0,572.0,0.0,
2011-12,26,2TM,NBA,SF,35.0,2.0,375.0,45.0,127.0,0.354,5.0,17.0,0.294,40.0,110.0,0.364,0.374,19.0,26.0,0.731,20.0,42.0,62.0,15.0,17.0,6.0,16.0,23.0,114.0,0.0,
2011-12,26,MEM,NBA,SF,21.0,2.0,240.0,32.0,83.0,0.386,0.0,9.0,0.0,32.0,74.0,0.432,0.386,10.0,12.0,0.833,14.0,27.0,41.0,9.0,11.0,2.0,9.0,12.0,74.0,0.0,
2011-12,26,PHI,NBA,SF,14.0,0.0,135.0,13.0,44.0,0.295,5.0,8.0,0.625,8.0,36.0,0.222,0.352,9.0,14.0,0.643,6.0,15.0,21.0,6.0,6.0,4.0,7.0,11.0,40.0,0.0,
2012-13,27,IND,NBA,SG,56.0,3.0,693.0,58.0,148.0,0.392,16.0,52.0,0.308,42.0,96.0,0.438,0.446,23.0,43.0,0.535,26.0,97.0,123.0,42.0,15.0,8.0,33.0,62.0,155.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,249.0,52.0,3966.0,560.0,1266.0,0.442,49.0,175.0,0.28,511.0,1091.0,0.468,0.462,267.0,360.0,0.742,163.0,410.0,573.0,180.0,134.0,57.0,204.0,311.0,1436.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,17.0,1306.0,184.0,417.0,0.442,16.0,58.0,0.28,168.0,359.0,0.468,0.462,88.0,119.0,0.742,54.0,135.0,189.0,59.0,44.0,19.0,67.0,102.0,473.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,179.0,49.0,3138.0,489.0,1074.0,0.455,28.0,115.0,0.243,461.0,959.0,0.481,0.468,235.0,303.0,0.776,131.0,298.0,429.0,132.0,113.0,45.0,164.0,238.0,1241.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,56.0,3.0,693.0,58.0,148.0,0.392,16.0,52.0,0.308,42.0,96.0,0.438,0.446,23.0,43.0,0.535,26.0,97.0,123.0,42.0,15.0,8.0,33.0,62.0,155.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,14.0,0.0,135.0,13.0,44.0,0.295,5.0,8.0,0.625,8.0,36.0,0.222,0.352,9.0,14.0,0.643,6.0,15.0,21.0,6.0,6.0,4.0,7.0,11.0,40.0,0.0,
