Season,Team,Lg,Salary
2009-10,Memphis Grizzlies,NBA,"$824,200"
2010-11,Memphis Grizzlies,NBA,"$886,000"
2011-12,Memphis Grizzlies,NBA,"$947,800"
2012-13,Indiana Pacers,NBA,"$723,716"
Career,(may be incomplete),,"$3,381,716"
